mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
7530705007777,03/01/2018 7:22:43,NDY 4602,07/05/2015 5:30:30,Subaru,La Voiture Noire,3818,Salmon,Bent roof rack sill,TotalLoss/Repair,95425382,118305339.4,77840,PRC393501UP,18/09/2020,DIESEL/MHEV,4,2,22/10/2017
7226861005414,27/10/2019 2:17:13,SAG 5229,14/03/2019 7:54:26,GMC,Ghost,2858,Plum,Side mirror sill,TotalLoss/Repair,78966596,87313917.5,45480,IWV150902DU,02/12/2015,PETROL/ALCOHOL,2,4 ,22/01/2020
9619313796524,04/10/2017 13:55:45,TZZ 6466,08/05/2022 16:05:04,Jaguar,Impreza,866,Coral,Bumper scrape,TotalLoss,61858626,468764779,62499,ZOC486994XU,20/12/2017,ELECTRIC,3,0,17/03/2018
4244618498451,12/09/2018 1:21:15,KDS 9764,03/10/2022 9:51:50,Tesla,CX-5,1579,Coral,Dented roof,TotalLoss/Repair,22123703,27842073.5,22907,IWV238036MR,05/03/2015,PETROL/LPG,2,5,25/03/2019
4701068416551,19/07/2021 22:21:26,HNB 6075,07/09/2023 17:56:35,Mitsubishi,500,2979,Salmon,Roof rack scrape,TotalLoss,8342033,36942757,54003,CHB315749CG,28/01/2021,PETROL,4,4 ,20/02/2019
9170088679900,21/12/2018 20:02:27,IIM 6729,16/04/2021 20:19:31,Bugatti,720S,4015,Ruby,Roof rack chip,Repair,95514853,32424072,76959,CHB495196ZO,02/05/2021,PETROL/ELECTRIC,6,4 ,07/04/2016
4430422337210,19/08/2021 17:15:54,FBR 1750,09/09/2020 2:44:28,Fiat,C-Class,1143,Magenta,Roof rack scrape,TotalLoss/Repair,81786149,97887459.9,68490,CHB444329GJ,04/10/2021,PETROL/ELECTRIC,2,0,02/10/2020
3236040108506,30/04/2019 14:54:45,UJX 5086,23/11/2022 15:00:59,Aston Martin,Yukon,889,Yellow,Dinged roof sill,TotalLoss/Repair,84026225,92544725.4,23192,WZE494630GY,03/07/2023,DIESEL/ELECTRIC,6,2,03/04/2016
6223707224634,14/04/2015 18:49:33,TGL 2257,11/12/2017 8:53:55,Aston Martin,Continental,4026,Cyan,Dinged roof sill,TotalLoss/Repair,78809936,87875277.5,80063,PRC516791XM,05/09/2020,ELECTRIC,4,6,12/08/2022
1685978494939,08/08/2020 3:16:34,LIL 5985,28/05/2023 0:50:55,Toyota,Clubman,3924,Ruby,Side door dent,TotalLoss/Repair,10344190,11701208.8,87079,WZE664792OL,10/07/2015,DIESEL/MHEV,4,2,13/10/2021
3322002828779,26/05/2020 6:52:32,LUB 4613,21/04/2021 21:32:09,Acura,XF,2736,Turquoise,Chipped roof sill,Repair,26962582,21807688,64183,IWV723252NP,20/05/2017,DIESEL,4,5,30/04/2018
5593275420967,25/07/2022 6:18:36,TGU 7595,19/09/2019 19:23:36,Nissan,Sonata,4173,Olive,Rear bumper scrape,TotalLoss,53651684,502550533,57935,PRC706352BV,28/07/2020,ELECTRIC,6,7,20/01/2022
6487246413178,31/10/2018 19:32:40,LFE 8011,21/11/2016 8:21:34,Cadillac,Corolla,2135,Charcoal,Front bumper ding,TotalLoss/Repair,56145894,71943837.1,7262,IWV259482OG,16/09/2021,PETROL/ELECTRIC,4,5,12/05/2018
3722182308907,14/02/2016 11:03:10,VKC 4696,16/02/2022 13:02:53,Jaguar,Elantra,1018,Gray,Dinged roof sill,TotalLoss,15934203,73229808,49205,ZOC706122BI,11/11/2015,PETROL/ALCOHOL,3,7,24/05/2019
4389736107146,27/11/2017 23:55:18,QAY 4652,03/02/2020 0:34:44,Cadillac,Renegade,3345,Ivory,Roof dent,Repair,29358959,26116042,44596,PRC282871ZN,29/01/2023,PETROL/LPG,4,3,24/07/2022
1725500132620,24/04/2021 19:02:33,UTP 3823,24/05/2023 2:25:29,Aston Martin,Yukon,4141,Brown,Dinged roof sill,Repair,34911818,7284935,17743,WZE956818GJ,15/04/2017,PETROL/ALCOHOL,4,7,27/05/2023
4592331120379,19/02/2015 2:39:02,UJJ 4795,19/12/2016 11:45:42,Acura,Encore,1264,Blue,Side mirror scuffs,TotalLoss,27360940,39174735,25566,IWV395016DW,24/05/2021,DIESEL/ELECTRIC,2,5,13/03/2022
3222392465446,30/10/2017 17:39:48,MES 6670,05/07/2022 10:59:52,Acura,Continental,1614,Orange,Roof rack scuffs,TotalLoss,77787550,492228425,59126,CHB659933PQ,14/11/2018,PETROL/ALCOHOL,5,5,21/03/2023
8948965147003,14/07/2015 10:29:56,EOE 2310,07/01/2019 12:34:53,Honda,Malibu,2442,Teal,Roof rack scrape,Repair,3662471,2736962,8387,IWV293924DB,14/11/2021,ELECTRIC,4,8,22/06/2017
1383273238626,29/03/2022 23:41:09,NTJ 2301,25/09/2017 16:59:53,Dodge,Ghost,3230,Brown,Rear bumper scratch,TotalLoss,21447844,124846663,79883,PRC192450XD,04/01/2019,PETROL,4,4 ,27/04/2019
3378315143361,01/10/2015 0:49:33,DJS 9185,21/07/2018 16:34:03,Acura,Malibu,2917,Ruby,Side mirror sill,TotalLoss,11407789,102449748,18008,CHB205452LO,15/12/2019,PETROL/ELECTRIC,0,7,03/07/2017
5053800188378,29/04/2021 23:42:25,JUC 7713,20/02/2020 13:28:22,Alfa Romeo,Sportage,1625,Red,Side mirror scrape,Repair,2148015,1112892,73225,CHB708773AO,14/04/2023,ELECTRIC,0,3,04/02/2016
6823542774350,24/03/2021 3:15:13,OWQ 0472,10/10/2021 6:54:35,Lamborghini,Murano,3501,Brown,Roof rack chip,Repair,2975284,635196,75275,ZOC166812VD,04/02/2023,ELECTRIC,3,9,02/10/2015
8111969163692,06/09/2017 15:20:42,OCD 5243,12/02/2023 9:48:48,Bugatti,Kona,3487,Gray,Front bumper scuffs,TotalLoss/Repair,70187881,88568946.2,37647,PRC385194ZL,10/03/2023,DIESEL/MHEV,5,5,31/01/2018
5592660242217,14/10/2021 7:48:38,GAL 5563,25/08/2016 17:38:06,Mitsubishi,Passat,2133,Magenta,Roof rack dent,TotalLoss,95988575,545206439,67667,WZE710882AJ,12/05/2022,ELECTRIC,5,7,02/02/2017
4822817168120,22/04/2021 14:18:31,GXD 1399,01/08/2023 12:37:58,Aston Martin,Q3,1984,Turquoise,Front bumper scrape,TotalLoss/Repair,84028964,106997968.9,23204,ZOC718993XM,18/01/2017,DIESEL/ELECTRIC,6,7,08/01/2018
8268078120426,13/06/2020 4:14:17,UHI 7383,15/11/2018 3:50:06,GMC,Durango,3909,Orange,Dented rear quarter panel,TotalLoss/Repair,73790360,91179783.6,78244,IWV503277HI,29/04/2018,DIESEL,5,7,02/05/2023
8795508367380,29/05/2020 23:00:11,PTF 8462,01/06/2021 18:16:23,Alfa Romeo,CX-9,4332,Black,Roof rack scrape,TotalLoss/Repair,84401087,102826501.9,162,ZOC215173NW,03/09/2016,DIESEL/MHEV,0,9,02/01/2016
7839002667619,06/06/2018 3:56:20,KJT 8557,29/04/2016 20:30:19,Subaru,Silverado,3982,Blue,Roof dent,TotalLoss/Repair,71685117,87329160.0,992,PRC391143UO,12/05/2016,DIESEL/ELECTRIC,3,3,02/06/2015
1696519800655,02/09/2015 5:57:16,FNA 7715,21/12/2019 0:05:22,Lamborghini,1500,4338,Cyan,Front bumper scrape,Repair,4543948,82351,35502,IWV139971VB,03/04/2023,PETROL/ELECTRIC,3,7,01/05/2016
6785873031042,03/12/2019 2:16:26,VAU 7612,28/05/2022 0:16:10,Chevrolet,4 Series,3724,Turquoise,Chipped bumper sill,TotalLoss/Repair,54543160,60413967.4,9149,ZOC481750QM,21/11/2021,PETROL/LPG,3,0,24/05/2021
6320675817798,19/06/2019 22:33:28,ZRZ 5173,15/07/2015 8:08:48,Ram,A6,2759,Black,Chipped bumper scrape,TotalLoss,43783222,119507738,70180,WZE512551MH,06/07/2018,DIESEL/MHEV,3,5,17/11/2022
1135834096275,17/05/2015 19:46:30,GAR 2847,19/09/2017 6:11:39,GMC,Flying Spur,3432,Black,Roof rack dent,Repair,76889900,52906203,54384,CHB175706BZ,28/06/2017,DIESEL/ELECTRIC,3,4 ,05/09/2017
3970447690973,22/12/2016 1:06:27,WZV 6681,30/06/2018 7:00:05,Chrysler,Mustang,1550,Olive,Roof rack dent,TotalLoss/Repair,37695842,48548940.1,66466,CHB356100DE,27/05/2018,PETROL/LPG,3,0,06/04/2022
4732484352805,23/10/2021 17:00:28,LAX 3743,24/11/2016 2:57:30,Tesla,Civic,1209,Lavender,Dinged roof sill,TotalLoss/Repair,46270406,52642145.9,4807,ZOC480470GE,06/02/2015,PETROL/ELECTRIC,5,5,12/05/2015
3637407854480,04/04/2018 22:26:48,MJJ 9241,30/04/2020 8:25:35,Infiniti,Murano,1822,Slate,Roof rack chip,Repair,84413771,51045514,38962,WZE705605QK,28/12/2015,ELECTRIC,6,9,22/11/2019
7512704754559,17/10/2021 6:34:34,CZL 7741,17/11/2021 9:10:10,Bentley,Mustang,2725,Plum,Chipped bumper sill,TotalLoss/Repair,84273559,100864146.3,56408,WZE282011DS,07/08/2021,ELECTRIC,6,6,11/09/2018
3336944973944,23/11/2021 14:38:11,VDN 8215,10/12/2017 1:29:48,Rolls-Royce,RX,3794,Ruby,Broken side mirror sill,TotalLoss,35402868,59281947,6129,CHB295702BP,22/03/2019,DIESEL/ELECTRIC,4,7,31/03/2022
6858655423710,11/04/2017 7:15:59,OBJ 9460,21/07/2016 22:08:52,Mitsubishi,ILX,2769,Purple,Roof sill chip,TotalLoss/Repair,92916543,107176245.8,22464,CHB227238PO,04/11/2019,PETROL/ALCOHOL,5,4 ,31/05/2021
3065794706471,25/12/2017 23:20:56,ZGY 4360,05/02/2019 8:39:52,Alfa Romeo,Cayenne,2913,Cyan,Roof sill dent,TotalLoss,59646431,553388479,24382,ZOC892340CB,01/07/2016,PETROL/ALCOHOL,6,3,02/03/2020
5030952112954,24/02/2019 4:34:12,IZO 3901,29/09/2022 9:57:39,Porsche,Legacy,3132,Brown,Tailgate dent,Repair,82819643,25784519,22572,CHB584391YR,01/02/2023,DIESEL/MHEV,4,3,21/03/2015
1945781533874,20/01/2019 6:04:49,KYS 4137,15/01/2015 21:42:14,Buick,Corolla,2695,Plum,Chipped bumper sill,Repair,60815185,28695282,92265,PRC325361YQ,18/10/2018,DIESEL/ELECTRIC,3,0,14/05/2020
7519306570224,16/03/2017 0:30:39,JOW 0887,23/07/2017 16:45:09,Mitsubishi,Kona,1989,Slate,Dented roof sill,Repair,2814408,628043,45459,IWV755030ZQ,08/07/2023,DIESEL,4,6,11/10/2015
6045385972818,13/09/2016 14:07:51,EJM 5960,27/09/2017 12:38:10,Bugatti,Clubman,1188,Tan,Chipped bumper scrape,TotalLoss/Repair,20902727,24824153.1,52650,ZOC140802TA,18/12/2015,PETROL,2,9,09/03/2022
6018272158211,10/02/2015 14:54:47,OVP 7446,13/03/2016 11:36:42,Fiat,Encore,2513,Orange,Bumper ding,Repair,80958809,20628804,31324,WZE567227HB,11/04/2019,PETROL/ELECTRIC,3,8,24/02/2015
6895122638788,17/04/2018 8:16:48,ZJD 1395,10/11/2016 15:32:43,Honda,Rav4,941,Charcoal,Scratched roof sill,TotalLoss/Repair,39992125,48993775.2,4539,PRC988354US,24/03/2016,DIESEL,4,8,09/04/2023
4054795168295,29/01/2018 13:00:06,OYG 4552,26/04/2021 14:34:42,Acura,Wrangler,2444,Red,Tailgate dent,Repair,58728312,13378468,22525,PRC306346FE,11/02/2023,DIESEL/MHEV,6,7,18/03/2022
7665128943771,17/10/2017 11:41:46,BLK 4095,24/10/2019 2:46:16,Lexus,Civic,2397,Teal,Broken quarter window sill,TotalLoss/Repair,60112020,71309228.0,89526,IWV513827YN,29/03/2016,DIESEL/ELECTRIC,4,9,29/06/2023
8929162225669,06/10/2015 12:47:50,FNL 9890,31/08/2018 1:57:04,Volvo,XF,2345,Black,Dinged bumper sill,TotalLoss,79951917,685992225,97428,WZE201241NJ,05/03/2022,DIESEL/ELECTRIC,3,5,03/06/2023
9553909200652,04/12/2015 14:56:26,GPA 5120,30/03/2017 14:02:21,Bugatti,MX-5 Miata,3919,Red,Roof rack scuffs,TotalLoss/Repair,40986311,52722836.4,13477,ZOC657748HL,04/09/2015,PETROL/ELECTRIC,6,7,17/07/2015
4649816886477,02/12/2018 12:20:51,KCK 9354,04/11/2015 19:31:47,BMW,Canyon,4261,Charcoal,Front bumper dent,Repair,59142001,11423491,8876,PRC744820YW,02/01/2023,PETROL/LPG,5,6,15/10/2022
1972106528928,27/04/2022 18:59:50,OJV 7013,29/11/2015 14:48:05,Acura,812 Superfast,3385,Olive,Front bumper dent,Repair,7150784,5770126,61867,ZOC228341IJ,20/11/2019,PETROL,2,0,07/11/2019
1000717007788,11/10/2022 8:19:39,UNG 4071,25/07/2019 16:32:50,GMC,Q3,4337,Turquoise,Chipped roof sill,Repair,29934490,23818804,68809,ZOC556538TH,08/08/2022,PETROL/LPG,5,8,25/06/2019
7616992191564,10/02/2017 21:02:14,EWH 5830,08/05/2022 1:36:34,Jaguar,Pacifica,2790,Teal,Roof dent,TotalLoss,1276273,8659913,98908,CHB187861HM,01/01/2016,ELECTRIC,5,8,15/01/2019
5304489730166,16/04/2023 7:19:08,ITM 0408,31/03/2023 14:46:06,Fiat,300,1156,White,Rear bumper chip,Repair,11554340,4043992,37713,CHB932210ET,06/08/2021,PETROL/LPG,3,5,14/10/2017
9094525198780,02/05/2022 20:51:09,ICL 3926,12/10/2021 23:21:22,Subaru,Model 3,2061,Beige,Rear bumper scrape,TotalLoss/Repair,59991946,74500341.0,53356,IWV343909ZZ,24/10/2019,PETROL/ELECTRIC,5,5,17/07/2016
8387735966463,26/06/2020 15:16:49,AFE 5932,01/02/2017 15:45:30,Ram,GranTurismo,3924,Beige,Tailgate scrape,Repair,77773571,67593922,25224,CHB294703PX,06/01/2017,DIESEL/ELECTRIC,5,0,08/12/2019
7539410094217,21/07/2020 12:42:37,BXT 1416,26/01/2022 1:50:31,Acura,Maxima,1055,Beige,Bent roof rack sill,Repair,54050992,34273555,17497,CHB361541PF,25/10/2018,ELECTRIC,3,0,09/10/2016
5597788989922,12/11/2019 4:26:15,OBF 6799,05/07/2018 14:44:40,Infiniti,Rav4,4373,Charcoal,Side mirror dent,TotalLoss/Repair,69075297,85426133.1,3319,IWV724703BD,12/03/2015,DIESEL,5,0,07/12/2020
4978436774092,01/03/2016 21:55:59,LOX 2589,05/05/2020 18:02:55,Bugatti,Sportage,2782,Ruby,Front bumper dent,Repair,767127,698893,94485,IWV154353SI,12/07/2023,DIESEL/ELECTRIC,5,7,05/12/2016
8204893968848,16/05/2015 13:12:59,MIZ 4832,20/07/2021 23:26:21,BMW,Sportage,3170,Magenta,Bent rear quarter sill,TotalLoss,64369221,477300295,14347,ZOC352949BE,02/07/2018,DIESEL/MHEV,5,7,09/11/2016
4118948855140,11/05/2019 14:24:14,HVN 6108,23/10/2015 0:04:58,Nissan,Focus,1833,Maroon,Scratched quarter sill,TotalLoss,40026671,40372043,87986,IWV337146RP,14/02/2023,DIESEL,4,3,03/02/2022
6303747099896,18/03/2020 5:22:04,ABM 9455,09/06/2016 21:35:24,Ford,Renegade,2034,Indigo,Scratched quarter sill,Repair,65628931,20499705,9209,CHB629855SW,15/01/2018,PETROL,4,0,16/04/2022
4961055809254,30/08/2017 16:42:11,WND 6934,03/12/2018 19:40:43,Land Rover,Touareg,2323,Magenta,Chipped roof sill,TotalLoss,12944633,115810427,39547,IWV936473PP,10/06/2018,PETROL/ELECTRIC,3,7,02/04/2017
5011496577357,18/04/2017 7:02:55,OHK 9753,26/01/2019 21:06:17,Tesla,Ghost,2020,Orange,Broken hood latch,TotalLoss/Repair,82181970,94823998.9,75391,IWV351936ES,21/03/2016,DIESEL/MHEV,5,8,08/07/2018
4860244444586,15/04/2018 8:10:17,QMU 1243,17/10/2020 15:29:36,Chevrolet,Range Rover,4394,Coral,Roof rack chip,Repair,7213957,7177459,97117,CHB144725YC,27/04/2021,PETROL,0,7,16/05/2021
1668698288716,01/04/2022 0:00:09,PUW 0296,12/08/2018 2:18:46,Mitsubishi,CX-30,4337,Yellow,Broken side mirror sill,TotalLoss,29750224,200777111,14476,WZE391166QB,22/02/2019,ELECTRIC,5,4 ,15/01/2016
2061870692549,26/10/2021 19:37:08,LCY 9585,03/02/2016 5:36:40,Lamborghini,Sportage,4130,Gray,Roof rack scuffs,Repair,38877368,3633316,67879,WZE919621LW,28/06/2021,DIESEL,6,4 ,19/05/2016
6797450995728,18/06/2015 12:18:45,MWV 6549,10/08/2018 23:10:44,Chrysler,Flying Spur,2900,Beige,Bent roof sill,TotalLoss/Repair,54153362,66737205.9,9083,WZE752737SK,22/02/2023,DIESEL/MHEV,5,4 ,09/02/2020
9067251769833,27/07/2017 3:39:44,VOZ 5345,28/04/2019 12:46:27,BMW,Model X,2582,White,Roof rack dent,Repair,80735487,79262112,63159,IWV344287PT,27/03/2022,ELECTRIC,6,0,10/04/2015
7349457123225,24/08/2015 17:13:19,SSO 7444,28/06/2020 8:29:15,Bentley,Escape,1392,Beige,Roof rack chip,TotalLoss/Repair,58698704,65887122.6,22971,IWV981593FY,06/12/2017,DIESEL,6,7,02/03/2018
8269316635365,26/05/2016 11:28:21,UQN 6819,20/06/2015 8:24:33,Mazda,Silverado,2778,Lavender,Roof dent,TotalLoss/Repair,5846858,7230964.5,82198,WZE359693NU,26/08/2016,DIESEL/ELECTRIC,2,9,08/10/2022
1103442914646,05/02/2021 1:18:45,TDY 8407,31/12/2021 15:37:17,Honda,Canyon,3967,Salmon,Chipped bumper scrape,TotalLoss/Repair,56911977,73604226.8,88675,PRC813830TF,01/05/2019,PETROL/ALCOHOL,2,6,04/01/2023
6727444526578,23/07/2020 0:15:26,VDG 8128,29/03/2020 14:15:56,Mitsubishi,Phantom,3877,Charcoal,Hood ding,Repair,29915090,17926620,18422,IWV173817VC,12/11/2022,DIESEL/MHEV,4,3,31/12/2019
1082073151236,12/06/2018 14:02:13,KPT 5260,25/11/2021 17:08:37,Land Rover,Legacy,3515,Olive,Broken taillight,TotalLoss/Repair,25889172,32800783.7,7023,WZE111943MV,16/12/2022,PETROL/ELECTRIC,6,9,15/01/2020
2274646053748,21/07/2020 9:45:01,CKB 6934,15/06/2021 13:21:42,Ford,Escape,3935,Olive,Broken door handle,TotalLoss,94628603,646656160,92754,IWV507415SO,31/05/2016,ELECTRIC,4,5,02/04/2023
7269991212054,04/12/2022 7:03:10,BHA 5204,19/03/2018 16:36:13,Kia,911,1754,Orange,Chipped paint,TotalLoss,24596559,191885384,60856,PRC694579RB,14/12/2022,PETROL/ELECTRIC,5,0,21/04/2018
9221460097478,25/08/2018 5:51:52,MBC 7375,29/03/2021 19:37:49,Toyota,Flying Spur,1658,Charcoal,Keyed trunk,TotalLoss,54209322,374032668,92013,ZOC668653CF,29/08/2017,PETROL,5,5,19/01/2023
4443787469565,22/08/2019 16:13:07,EGN 4105,04/04/2017 20:47:34,Honda,Encore,3863,Maroon,Bumper scrape,TotalLoss,67402344,302968590,54360,IWV130396AK,20/06/2019,DIESEL,3,5,17/12/2016
2353133079462,02/10/2015 3:27:57,YTX 1936,06/08/2019 0:44:24,Volkswagen,Corolla,2380,Gold,Roof sill dent,Repair,68307947,6476240,57505,IWV612519XY,02/09/2015,PETROL/LPG,3,3,05/05/2019
6015724080054,08/07/2020 18:24:41,ZVP 9588,05/03/2015 0:10:30,Lamborghini,Maxima,2511,Olive,Dented roof sill,TotalLoss,41960234,71639440,68834,IWV645374CG,10/06/2021,PETROL/ALCOHOL,6,4 ,12/08/2015
5207994993395,13/02/2022 2:25:22,AFB 8968,12/05/2015 15:14:32,Mini,A6,2579,White,Chipped bumper sill,Repair,45834627,32434121,68660,PRC528439XX,01/03/2015,PETROL,2,0,01/08/2021
7353101958310,26/01/2021 23:02:07,ZSS 0789,19/07/2015 3:15:22,Tesla,Canyon,2557,Pink,Scratched bumper sill,Repair,13896713,10736971,4814,CHB281390WX,30/05/2018,PETROL/ELECTRIC,3,9,15/12/2019
8740414872699,16/12/2018 12:23:34,QYI 2875,07/10/2016 21:30:11,Ferrari,MDX,4053,Black,Roof sill chip,Repair,59048010,18386657,4007,WZE560874OP,31/10/2015,ELECTRIC,4,2,02/03/2016
3512164516480,05/01/2016 19:10:46,FUK 1924,28/04/2019 0:05:44,Nissan,Yukon,3680,Purple,Roof dent,Repair,62006990,28571598,84320,CHB712120KJ,13/07/2016,ELECTRIC,4,6,28/05/2015
3654336479340,05/04/2023 4:44:43,NXN 1526,29/11/2021 22:11:44,Bugatti,E-Class,2572,White,Fender bender scrape,Repair,99375793,90746093,97225,CHB333045SE,08/06/2016,ELECTRIC,2,9,04/04/2021
4208386215924,16/06/2022 3:28:00,DFJ 0115,01/07/2016 11:32:40,Mazda,Stelvio,2490,Ivory,Side mirror ding,TotalLoss,98077000,797641057,91361,IWV394723YO,15/12/2018,ELECTRIC,3,9,24/03/2016
4921482320734,03/10/2017 5:48:04,AAT 8599,15/08/2021 20:37:08,Tesla,DB11,4068,Orange,Dinged door sill,Repair,3088722,1562309,15798,CHB664242JL,22/07/2020,DIESEL,2,4 ,02/08/2019
6978443944022,27/05/2023 14:00:33,IIA 2117,26/05/2017 15:00:28,Hyundai,C-Class,1362,Green,Rear bumper dent,Repair,19299813,13299990,17373,CHB253233RA,16/02/2017,PETROL/ELECTRIC,6,9,05/09/2022
1852602540693,29/10/2015 18:43:17,RZW 2404,01/02/2015 23:26:56,Audi,CX-30,1601,Silver,Roof rack scrape,Repair,53481054,29124753,13567,IWV892843MK,21/05/2019,PETROL/ELECTRIC,6,6,17/03/2020
5909885951103,23/06/2023 12:37:32,OQX 0165,08/08/2019 2:07:26,Land Rover,Kona,1260,Beige,Roof rack dent,Repair,17111621,15734419,27374,IWV987058WX,15/09/2020,PETROL/LPG,6,8,11/06/2015
7745181416490,19/01/2016 13:20:40,QVU 7213,01/12/2022 9:21:16,Volvo,Crosstrek,1688,Lavender,Bumper dent,TotalLoss,72780344,320263227,8127,ZOC617209IE,23/10/2022,PETROL,6,4 ,21/01/2015
3062263185107,03/11/2021 20:59:42,FMI 1477,17/05/2018 4:30:54,Cadillac,Cayenne,1865,Blue,Bent roof sill,Repair,38321418,33731917,86810,IWV580377JT,08/05/2021,PETROL/LPG,3,3,09/04/2019
8173016374233,07/05/2021 18:05:16,XUB 2006,20/11/2018 22:39:07,Volvo,Durango,2833,Blue,Side mirror scuffs,Repair,90754822,30119669,11924,WZE538450MC,13/10/2021,PETROL,3,7,21/02/2018
5951653354462,21/04/2017 13:54:55,SYA 2312,13/04/2019 21:59:38,Maserati,Canyon,3873,Ivory,Dented roof sill,TotalLoss,67500304,145537136,3976,ZOC665628FJ,16/06/2023,DIESEL/MHEV,6,7,23/10/2022
6858882601750,15/09/2023 7:12:44,JAO 1202,24/04/2015 21:58:20,Volvo,Corolla,3121,Ruby,Chipped bumper sill,TotalLoss/Repair,57214313,65522390.0,54802,WZE724301VC,07/01/2023,PETROL,3,5,25/05/2021
4507458389667,08/04/2021 16:46:09,JGU 0443,26/04/2022 3:05:01,Fiat,Encore,3838,Maroon,Roof rack scuffs,TotalLoss,55996829,260823179,66021,WZE697690IN,16/11/2019,DIESEL/MHEV,2,4 ,09/09/2023
6196180771907,03/01/2023 11:53:11,SHC 0601,17/10/2022 9:12:39,Buick,Malibu,3879,Black,Dented rear quarter panel,TotalLoss,59487779,238315563,45292,PRC955719YS,31/10/2018,ELECTRIC,6,0,08/02/2020
9627104537338,16/03/2021 1:42:05,AKU 0188,08/06/2019 9:57:16,Mini,Elantra,1448,Blue,Chipped roof rack sill,TotalLoss,21227520,146865984,59031,ZOC439836FZ,10/09/2019,DIESEL,6,4 ,29/07/2021
2812120153950,18/05/2015 23:44:01,MQM 4327,01/06/2021 22:12:16,Maserati,Pacifica,1909,Salmon,Hail damage,TotalLoss/Repair,86970659,103545615.1,22581,PRC293015MA,06/03/2016,DIESEL/MHEV,2,8,13/12/2017
4566801292736,20/06/2017 11:19:54,CXW 9950,24/06/2022 1:42:24,Ram,Civic,801,Indigo,Roof rack scuffs,TotalLoss/Repair,33069686,39254054.0,82687,CHB742482EN,02/01/2018,PETROL/LPG,4,4 ,11/01/2018
5948477452673,26/12/2021 20:23:47,TGM 4820,11/03/2021 8:07:05,Buick,MDX,3721,Teal,Dinged roof sill,Repair,10314583,3567948,37911,ZOC805556DI,15/10/2018,ELECTRIC,2,6,25/07/2022
2568287693898,15/02/2020 4:20:43,IVE 7762,02/08/2017 15:11:56,Land Rover,Optima,1646,Indigo,Roof dent,Repair,26743901,1535169,11337,CHB255732FI,09/09/2020,DIESEL/ELECTRIC,6,4 ,26/02/2023
6769877654445,03/06/2016 13:19:13,MKV 3040,12/10/2017 17:04:18,Rolls-Royce,Murano,1521,Blue,Tailgate dent,Repair,82428463,44454233,60956,PRC494151VA,23/01/2019,ELECTRIC,4,0,14/03/2022
1133493205685,12/03/2020 2:47:54,IGQ 4045,27/11/2015 13:37:11,Fiat,Durango,3554,Purple,Roof dent,TotalLoss/Repair,63572700,70512813.7,77895,CHB162024QG,31/07/2019,PETROL,0,8,16/06/2020
5524658549125,30/05/2022 8:46:43,WFG 4984,07/05/2023 7:03:53,Infiniti,Touareg,2258,White,Broken side mirror glass,TotalLoss/Repair,46253521,54898708.9,18932,CHB107793ZW,28/12/2019,PETROL,6,4 ,21/06/2016
8187945844606,15/04/2022 7:28:39,PNW 8697,02/06/2021 22:42:21,BMW,La Voiture Noire,853,Gray,Roof sill chip,TotalLoss/Repair,73761446,84338411.2,68272,CHB771177TX,26/02/2023,DIESEL,4,4 ,31/10/2018
3668413716593,05/05/2022 19:27:12,EHS 7715,19/09/2016 5:28:52,GMC,Ascent,2527,Coral,Tailgate scrape,TotalLoss,82998464,758292816,53953,WZE861782FF,22/04/2019,DIESEL,2,6,18/06/2017
6241758964383,05/02/2021 4:48:42,MEI 2019,08/09/2016 3:42:06,Alfa Romeo,Clubman,4210,Orange,Front bumper dent,Repair,1660186,586769,48900,ZOC283789FZ,29/11/2016,PETROL,0,4 ,24/05/2023
6532036110449,18/12/2017 15:44:57,MVD 9038,19/07/2018 14:38:56,Fiat,CX-9,1117,Maroon,Dinged roof sill,TotalLoss/Repair,59317878,73128745.4,9243,IWV800364QR,20/01/2020,ELECTRIC,4,7,16/11/2020
5542494072912,25/06/2016 1:16:02,FTZ 7898,19/05/2022 4:14:22,Nissan,Crosstrek,4291,Maroon,Roof rack chip,Repair,4290386,1730656,78669,CHB681879NQ,24/08/2018,PETROL/ALCOHOL,4,6,11/10/2017
2351721966985,18/10/2016 23:34:18,NWU 0841,12/10/2016 9:38:34,Land Rover,Range Rover Sport,3002,Slate,Bent bumper sill,TotalLoss,70404230,256985410,52946,WZE529609ER,02/01/2019,PETROL/ELECTRIC,3,5,29/03/2017
1221970053925,01/03/2021 21:35:57,DNU 8444,05/04/2016 5:35:54,Land Rover,Silverado,979,Brown,Dinged door sill,TotalLoss/Repair,8609945,11056884.4,46095,PRC958872VG,09/05/2017,PETROL/LPG,6,0,31/01/2020
2354233300487,17/05/2021 15:54:16,GTA 9276,20/08/2015 18:41:51,Mini,500X,3932,Orange,Front bumper dent,TotalLoss,2087686,18738393,80100,WZE129908MN,27/05/2020,DIESEL/ELECTRIC,0,8,24/09/2021
1379973437659,24/05/2015 5:35:21,QNK 4979,31/08/2018 8:56:31,Mercedes-Benz,La Voiture Noire,1687,Charcoal,Dented roof sill,Repair,37460247,33571611,74388,ZOC438862SU,13/07/2018,PETROL/ALCOHOL,0,7,06/01/2018
